#********molar mass (in G) *****************
#*-g. de Izarra, CEA Cadarache-------------------------------- 
#* 
#*
#* Name molar mass(g/mol) 
#*************************************************************
He	4.003
Ne	20.180
Ar	39.948
Ar4N2	39.440
Kr	 83.798
Xe	131.293
